排名,CPU名称,性能分数,百分比,ID
3041,Spreadtrum T616,3014,1.8527739357615%,5225
3042,Spreadtrum UMS9230S,3014,1.8527739357615%,6542
3043,ARM Cortex-A55 8 Core 1800 MHz,3013,1.8521592131551%,5740
3044,AMD PRO A10-9700E,3011,1.8509297679422%,759
3045,Intel Core i5-4300M @ 2.60GHz,3011,1.8509297679422%,1468
3046,Intel Xeon Platinum 8251 @ 3.80GHz,3009,1.8497003227294%,6242
3047,Intel Xeon Platinum 8251 @ 3.80GHz,3009,1.8497003227294%,6243
3048,Intel Core i7-940 @ 2.93GHz,3008,1.8490856001229%,1791
3049,SMDK4x12,3006,1.8478561549101%,4307
3050,AMD Phenom 2 X4 12000,3005,1.8472414323037%,616
3051,AMD Phenom II X6 1045T,3003,1.8460119870908%,726
3052,Qualcomm SM6115,3001,1.844782541878%,5429
3053,Intel Core i7-4558U @ 2.80GHz,2993,1.8398647610266%,1649
3054,AMD Phenom 7950 Quad-Core,2991,1.8386353158137%,617
3055,AMD PRO A8-8670E,2989,1.8374058706009%,780
3056,AMD Opteron 4174 HE,2986,1.8355617027816%,5319
3057,Intel Core i5-3380M @ 2.90GHz,2983,1.8337175349623%,1435
3058,DG1701SNF87IG,2981,1.8324880897495%,4757
3059,Intel Core i5-2405S @ 2.50GHz,2980,1.8318733671431%,1401
3060,Intel Atom C5315,2980,1.8318733671431%,6682
3061,Intel Xeon W3530 @ 2.80GHz,2978,1.8306439219302%,2605
3062,Intel Xeon E5-2637 @ 3.00GHz,2978,1.8306439219302%,3382
3063,Intel Core i3-7130U @ 2.70GHz,2973,1.8275703088981%,1377
3064,Hisilicon Kirin810,2973,1.8275703088981%,4043
3065,Unisoc ums9230H,2973,1.8275703088981%,4787
3066,Intel Pentium G4560T @ 2.90GHz,2968,1.824496695866%,2102
3067,Spreadtrum T615,2968,1.824496695866%,6013
3068,virt-9.2,2967,1.8238819732596%,6360
3069,Intel Core i5-4210H @ 2.90GHz,2965,1.8226525280467%,1457
3070,Intel Core i7-5600U @ 2.60GHz,2965,1.8226525280467%,1702
3071,Intel Xeon X5550 @ 2.67GHz,2964,1.8220378054403%,2645
3072,AMD A8-7650K,2963,1.8214230828339%,143
3073,AMD A8-6600K APU,2955,1.8165053019825%,137
3074,MT6833V/NZA,2955,1.8165053019825%,4318
3075,AMD Opteron 2374 HE,2951,1.8140464115568%,553
3076,Intel Core i7-4560U @ 1.60GHz,2950,1.8134316889504%,1650
3077,Intel Core i7-4578U @ 3.00GHz,2949,1.8128169663439%,1651
3078,Intel Core i5-3470T @ 2.90GHz,2947,1.8115875211311%,1443
3079,QTI SM4450,2946,1.8109727985247%,5465
3080,Snapdragon 850 @ 2.40 GHz,2946,1.8109727985247%,5845
3081,AMD FX-4300 Quad-Core,2945,1.8103580759182%,458
3082,Intel Pentium G4520 @ 3.60GHz,2945,1.8103580759182%,2100
3083,"Qualcomm Technologies, Inc SM7250",2944,1.8097433533118%,3975
3084,Intel Xeon L5630 @ 2.13GHz,2943,1.8091286307054%,2575
3085,Snapdragon 845 @ 2.8 GHz,2943,1.8091286307054%,4906
3086,Intel Core i5 750 @ 2.67GHz,2943,1.8091286307054%,5054
3087,AMD Opteron 4122,2942,1.808513908099%,581
3088,AMD Athlon Silver 3050e,2942,1.808513908099%,3788
3089,AMD Phenom II X6 1035T,2941,1.8078991854925%,725
3090,Qualcomm SDM450,2940,1.8072844628861%,5195
3091,Mediatek MT6768,2939,1.8066697402797%,5696
3092,AMD Opteron 6134,2938,1.8060550176733%,591
3093,AMD Opteron 2431,2936,1.8048255724604%,561
3094,Hisilicon Kirin 955,2936,1.8048255724604%,4772
3095,Intel Core i5-4210M @ 2.60GHz,2932,1.8023666820347%,1458
3096,AMD Opteron 6128 HE,2932,1.8023666820347%,4089
3097,AMD A10-5800K APU,2927,1.7992930690026%,14
3098,MT6833V/ZA,2927,1.7992930690026%,4342
3099,"Qualcomm Technologies, Inc LITO",2924,1.7974489011833%,3936
3100,Intel Celeron G6900,2921,1.7956047333641%,4587
3101,Intel Core m3-7Y32 @ 1.10GHz,2916,1.792531120332%,1821
3102,AMD Athlon X4 760K Quad Core,2914,1.7913016751191%,371
3103,MT6833,2912,1.7900722299063%,4231
3104,ARM Cortex-A78AE 6 Core 1728 MHz,2911,1.7894575072998%,6035
3105,Intel Celeron J4105 @ 1.50GHz,2910,1.7888427846934%,1196
3106,Mediatek MT8791V/TZA,2909,1.788228062087%,6271
3107,Intel Core i7-5550U @ 2.00GHz,2908,1.7876133394806%,1700
3108,AMD Athlon II X4 620e,2906,1.7863838942677%,311
3109,"Qualcomm Technologies, Inc LAGOON",2905,1.7857691716613%,3935
3110,Intel Core i5-2500T @ 2.30GHz,2904,1.7851544490549%,1412
3111,Intel Atom x6425RE @ 1.90GHz,2903,1.7845397264484%,4624
3112,AMD Athlon X4 830,2901,1.7833102812356%,372
3113,AMD A10-9630P,2899,1.7820808360227%,33
3114,AMD A10-5800B APU,2897,1.7808513908099%,13
3115,AMD FX-670K Quad-Core,2897,1.7808513908099%,469
3116,AMD Athlon X4 635,2891,1.7771630551714%,366
3117,Intel Xeon W3540 @ 2.93GHz,2890,1.7765483325649%,2606
3118,Intel Core i3-4350T @ 3.10GHz,2888,1.7753188873521%,1344
3119,Intel Core i7-3540M @ 3.00GHz,2888,1.7753188873521%,1618
3120,AMD Athlon Silver 3050C,2879,1.7697863838943%,5466
3121,Intel Core i5-3360M @ 2.80GHz,2878,1.7691716612878%,1434
3122,Spreadtrum UMS9230,2878,1.7691716612878%,6411
3123,Intel Core i3-4130T @ 2.90GHz,2876,1.767942216075%,1331
3124,Mediatek MT6769H,2874,1.7667127708621%,5269
3125,Intel Core i7-860 @ 2.80GHz,2873,1.7660980482557%,1772
3126,Intel Xeon E5-2403 v2 @ 1.80GHz,2873,1.7660980482557%,2371
3127,Intel Celeron G5925 @ 3.60GHz,2873,1.7660980482557%,4287
3128,AMD Opteron 4184,2872,1.7654833256493%,583
3129,Intel Atom x7211RE,2870,1.7642538804365%,6037
3130,Intel Core i7-3520M @ 2.90GHz,2869,1.76363915783%,1616
3131,Intel Core i7-930 @ 2.80GHz,2869,1.76363915783%,1790
3132,Intel Celeron G5905 @ 3.50GHz,2867,1.7624097126172%,3762
3133,"Qualcomm Technologies, Inc SM6225",2865,1.7611802674043%,4582
3134,Intel Core i5-8210Y @ 1.60GHz,2862,1.7593360995851%,3273
3135,AMD A8-6500B APU,2857,1.7562624865529%,135
3136,AMD FX-7600P APU,2856,1.7556477639465%,472
3137,MediaTek MT6785V/CC,2855,1.7550330413401%,3902
3138,MT6785,2853,1.7538035961272%,4230
3139,Intel Core i3-4150T @ 3.00GHz,2846,1.7495005378823%,1333
3140,ARM Cortex-A78 8 Core,2845,1.7488858152759%,6317
3141,Intel Core i7-8500Y @ 1.50GHz,2839,1.7451974796373%,1768
3142,Qualcomm QCS5430,2839,1.7451974796373%,6286
3143,Celeron Dual-Core Q8300 @ 2.50GHz,2837,1.7439680344245%,962
3144,"Qualcomm Technologies, Inc SDMMAGPIEP",2834,1.7421238666052%,3968
3145,"Qualcomm Technologies, Inc SM7125",2833,1.7415091439988%,3972
3146,MediaTek MT6785V/CD,2831,1.7402796987859%,3903
3147,AMD Phenom II X4 980,2829,1.7390502535731%,709
3148,"Qualcomm Technologies, Inc SDM765G 5G",2827,1.7378208083602%,3966
3149,AMD Opteron 6128,2826,1.7372060857538%,590
3150,AMD Opteron 3350 HE,2825,1.7365913631474%,578
3151,AMD A10-6800B APU,2824,1.735976640541%,18
3152,AMD PRO A10-8750B,2824,1.735976640541%,753
3153,T606,2824,1.735976640541%,5153
3154,AMD Opteron 2350,2820,1.7335177501153%,550
3155,AMD A8-6500 APU,2813,1.7292146918703%,134
3156,Spreadtrum T7255,2809,1.7267558014446%,6635
3157,Intel Core i7-880 @ 3.07GHz,2803,1.7230674658061%,1785
3158,MT6833V/PNZA,2803,1.7230674658061%,4449
3159,Intel Core i5-4278U @ 2.60GHz,2801,1.7218380205932%,1466
3160,Qualcomm SM6125,2801,1.7218380205932%,5185
3161,Intel Xeon X3450 @ 2.67GHz,2795,1.7181496849547%,2630
3162,ARM Cortex-A76 8 Core 1800 MHz,2792,1.7163055171354%,5688
3163,AMD Opteron 6172,2789,1.7144613493161%,3281
3164,Intel Core i7-870S @ 2.67GHz,2786,1.7126171814968%,1782
3165,Unisoc T606,2786,1.7126171814968%,4844
3166,Intel Core i5-4200M @ 2.50GHz,2785,1.7120024588904%,1453
3167,Intel Core2 Extreme X9775 @ 3.20GHz,2780,1.7089288458583%,1950
3168,ARM ARMv8 rev 1 (v8l) 6 Core 1984 MHz,2776,1.7064699554326%,6153
3169,Intel Atom C2750 @ 2.40GHz,2775,1.7058552328262%,979
3170,"Qualcomm Technologies, Inc QCM6125",2775,1.7058552328262%,5024
3171,AMD A8-5600K APU,2774,1.7052405102198%,132
3172,AMD A8-8650,2774,1.7052405102198%,146
3173,Intel Xeon W3520 @ 2.67GHz,2773,1.7046257876133%,2604
3174,Intel E3000 @ 3.40GHz,2767,1.7009374519748%,1970
3175,AMD FX-8800P,2764,1.6990932841555%,486
3176,AMD A10-9700E,2763,1.6984785615491%,35
3177,Intel Core i3-6157U @ 2.40GHz,2763,1.6984785615491%,1367
3178,"Qualcomm Technologies, Inc ATOLL-AB",2762,1.6978638389427%,3932
3179,MT6853V/NZA,2761,1.6972491163363%,4143
3180,"Qualcomm Technologies, Inc SDMMAGPIE",2755,1.6935607806977%,3967
3181,Intel Core 860 @ 2.80GHz,2754,1.6929460580913%,1253
3182,"Qualcomm Technologies, Inc SDM720G",2754,1.6929460580913%,3964
3183,Spreadtrum T7200,2754,1.6929460580913%,6560
3184,AMD A8 PRO-7600B APU,2753,1.6923313354849%,115
3185,ARM Cortex-A78 4 Core 2000 MHz,2752,1.6917166128784%,5291
3186,Intel Xeon E5-2603 v2 @ 1.80GHz,2751,1.691101890272%,2389
3187,Intel Celeron G5900 @ 3.40GHz,2750,1.6904871676656%,3666
3188,Intel Xeon X3460 @ 2.80GHz,2744,1.686798832027%,2631
3189,Intel Core i7 S 870 @ 2.67GHz,2744,1.686798832027%,5594
3190,AMD A10-5700 APU,2743,1.6861841094206%,9
3191,Intel Xeon E5540 @ 2.53GHz,2738,1.6831104963885%,2533
3192,"Qualcomm Technologies, Inc SDM730G AIE",2732,1.67942216075%,3965
3193,T610S-Unisoc,2728,1.6769632703243%,5037
3194,Intel Core i7-860S @ 2.53GHz,2725,1.675119102505%,1773
3195,Intel Celeron J4115 @ 1.80GHz,2725,1.675119102505%,3587
3196,AMD RX-425BB,2724,1.6745043798986%,4149
3197,ARM D2000/8 8 Core 2300 MHz,2724,1.6745043798986%,4704
3198,Intel Core i5-5300U @ 2.30GHz,2723,1.6738896572921%,1519
3199,"ARM Phytium,FT-2000/4 8 Core 2300 MHz",2720,1.6720454894729%,4924
3200,Intel Core i7-5500U @ 2.40GHz,2717,1.6702013216536%,1699
3201,Intel Core i7-920 @ 2.67GHz,2717,1.6702013216536%,1788
3202,AMD A6-9400,2717,1.6702013216536%,3567
3203,AMD Phenom X4 Quad-Core GP-9830,2715,1.6689718764408%,748
3204,AMD RX-427BB,2715,1.6689718764408%,787
3205,Intel Celeron G4950 @ 3.30GHz,2714,1.6683571538343%,4081
3206,AMD FX-4130 Quad-Core,2712,1.6671277086215%,454
3207,Intel Core i7 930 @ 2.80GHz,2711,1.6665129860151%,5360
3208,AMD Ryzen Embedded R1600,2710,1.6658982634086%,4990
3209,Intel Xeon X5470 @ 3.33GHz,2709,1.6652835408022%,2641
3210,Virtual @ 2.00GHz,2709,1.6652835408022%,5218
3211,AMD Athlon X4 750K Quad Core,2707,1.6640540955894%,370
3212,Intel Xeon X5492 @ 3.40GHz,2705,1.6628246503765%,2644
3213,Intel Core i3-7100U @ 2.40GHz,2699,1.659136314738%,1375
3214,Intel Core i5-7Y54 @ 1.20GHz,2699,1.659136314738%,1572
3215,ARM Cortex-A76 4 Core 1608 MHz,2698,1.6585215921316%,6264
3216,AMD PRO A12-9800B,2696,1.6572921469187%,765
3217,Intel Pentium G4500 @ 3.50GHz,2696,1.6572921469187%,2098
3218,Qualcomm SM4250,2693,1.6554479790994%,5359
3219,AMD Phenom X4 Quad-Core GP-9930,2690,1.6536038112802%,749
3220,Intel Core i7-4600U @ 2.10GHz,2690,1.6536038112802%,1653
3221,"Qualcomm Technologies, Inc SM7150",2689,1.6529890886737%,3973
3222,Intel Xeon E5607 @ 2.27GHz,2686,1.6511449208545%,2536
3223,AMD A8-5500B APU,2685,1.650530198248%,128
3224,Intel Core i5-4402E @ 1.60GHz,2681,1.6480713078223%,1481
3225,Intel Core i3-4110M @ 2.60GHz,2678,1.6462271400031%,1327
3226,Intel Pentium Silver N5030 @ 1.10GHz,2676,1.6449976947902%,3558
3227,Intel Core i7-3687U @ 2.10GHz,2674,1.6437682495774%,1630
3228,AMD 3015e,2674,1.6437682495774%,3707
3229,Intel Core i5-5350U @ 1.80GHz,2667,1.6394651913324%,1520
3230,QTI SDM845,2666,1.638850468726%,5891
3231,Intel Celeron 7305,2665,1.6382357461196%,4762
3232,"ARM Phytium,D2000/8 8 Core 2300 MHz",2665,1.6382357461196%,5088
3233,Intel Celeron 7305E,2665,1.6382357461196%,5578
3234,Intel Xeon E5-2407 @ 2.20GHz,2661,1.6357768556939%,2372
3235,AMD Phenom II X4 970,2660,1.6351621330874%,705
3236,AMD Athlon X4 740 Quad Core,2655,1.6320885200553%,368
3237,Intel Core i5 650 @ 3.20GHz,2653,1.6308590748425%,4117
3238,MT6769,2651,1.6296296296296%,6517
3239,Intel Core i3-3250T @ 3.00GHz,2650,1.6290149070232%,1308
3240,AMD Phenom II X3 715,2649,1.6284001844168%,680
3241,Intel Celeron G5900T @ 3.20GHz,2648,1.6277854618104%,4426
3242,AArch64 rev 0 (aarch64),2647,1.6271707392039%,3825
3243,Intel Core i5-3340M @ 2.70GHz,2645,1.6259412939911%,1431
3244,AMD Opteron 2380,2640,1.622867680959%,556
3245,Samsung Exynos 8895,2638,1.6216382357461%,3992
3246,Intel Xeon X5482 @ 3.20GHz,2636,1.6204087905333%,2643
3247,AMD FirePro A320 APU,2634,1.6191793453204%,452
3248,Intel Xeon X3440 @ 2.53GHz,2634,1.6191793453204%,2629
3249,Intel Atom x7211E,2634,1.6191793453204%,6127
3250,Intel Core2 Extreme X9770 @ 3.20GHz,2632,1.6179499001076%,1949
3251,ARM Cortex-A78AE 6 Core 1510 MHz,2631,1.6173351775012%,5963
3252,QTI SM4250,2631,1.6173351775012%,6099
3253,Intel Core i7-7Y75 @ 1.30GHz,2629,1.6161057322883%,1764
3254,Intel Core i3-6100U @ 2.30GHz,2626,1.614261564469%,1366
3255,Intel Core i5-3320M @ 2.60GHz,2625,1.6136468418626%,1424
3256,Intel Xeon E5-2609 @ 2.40GHz,2623,1.6124173966498%,2393
3257,AMD PRO A12-8800B,2622,1.6118026740433%,760
3258,Samsung Exynos 850,2619,1.6099585062241%,5238
3259,ARM Cortex-A76 4 Core 3100 MHz,2610,1.6044260027663%,5872
3260,Intel Xeon E5530 @ 2.40GHz,2607,1.602581834947%,2532
3261,AMD A12-9720P,2603,1.6001229445213%,37
3262,AMD PRO A10-9700B,2602,1.5995082219149%,758
3263,Unisoc UIS7862S,2601,1.5988934993084%,5907
3264,Intel Pentium Silver N5000 @ 1.10GHz,2599,1.5976640540956%,2180
3265,Intel Core i5 680 @ 3.60GHz,2598,1.5970493314892%,4887
3266,Mediatek MT8786V/N,2596,1.5958198862763%,5252
3267,AMD Athlon II X4 6400e,2594,1.5945904410635%,317
3268,Intel Core i5-680 @ 3.60GHz,2593,1.593975718457%,1553
3269,Intel Pentium G4400 @ 3.30GHz,2589,1.5915168280314%,2095
3270,Intel Core i3-5157U @ 2.50GHz,2588,1.5909021054249%,1354
3271,Intel Core i7-4510U @ 2.00GHz,2584,1.5884432149992%,1647
3272,Intel Core m3-7Y30 @ 1.00GHz,2582,1.5872137697864%,1820
3273,ARM Cortex-A76 4 Core 3400 MHz,2580,1.5859843245735%,5548
3274,AMD FX-770K Quad-Core,2578,1.5847548793607%,473
3275,AMD Phenom II X4 B65,2576,1.5835254341478%,719
3276,Intel Core i3-7020U @ 2.30GHz,2576,1.5835254341478%,1371
3277,MediaTek MT6779V/CE,2575,1.5829107115414%,3899
3278,Intel Core i5-4258U @ 2.40GHz,2571,1.5804518211157%,1464
3279,Intel Celeron G4930 @ 3.20GHz,2571,1.5804518211157%,3433
3280,AMD Athlon II X4 557,2567,1.57799293069%,4319
3281,Intel Celeron N5100 @ 1.10GHz,2559,1.5730751498386%,4204
3282,AMD Athlon Silver 7120U,2558,1.5724604272322%,5340
3283,Intel Core i5-3610ME @ 2.70GHz,2553,1.5693868142001%,1451
3284,ARM Cortex-A76 4 Core 3200 MHz,2552,1.5687720915937%,5603
3285,AMD A8-5500 APU,2551,1.5681573689872%,127
3286,Intel Xeon X5460 @ 3.16GHz,2550,1.5675426463808%,2640
3287,AMD FX-4100 Quad-Core,2545,1.5644690333487%,453
3288,Intel Core i5-760 @ 2.80GHz,2544,1.5638543107423%,1567
3289,Intel Core i7-4500U @ 1.80GHz,2541,1.562010142923%,1646
3290,Spreadtrum T610,2540,1.5613954203166%,5599
3291,AMD Phenom II X4 B99,2536,1.5589365298909%,724
3292,Spreadtrum T606,2535,1.5583218072845%,5212
3293,Intel Core i5-4288U @ 2.60GHz,2533,1.5570923620716%,1467
3294,ARM Kryo-4XX-Gold 8 Core 1804 MHz,2531,1.5558629168588%,5206
3295,AMD 3020e,2530,1.5552481942523%,3663
3296,AMD Phenom II X4 965,2528,1.5540187490395%,704
3297,QTI QCM4325,2526,1.5527893038266%,6002
3298,Apple A9X,2524,1.5515598586138%,3842
3299,Intel Xeon L5530 @ 2.40GHz,2522,1.550330413401%,2574
3300,Intel Core i3-7102E @ 2.10GHz,2521,1.5497156907945%,3324
3301,Intel Pentium G4500T @ 3.00GHz,2518,1.5478715229753%,2099
3302,ARM ARMv8 rev 1 (v8l) 6 Core 1510 MHz,2514,1.5454126325496%,5266
3303,Intel Core i5-3230M @ 2.60GHz,2513,1.5447979099431%,1422
3304,ARM ARMv8 rev 1 (v8l) 6 Core 1971 MHz,2510,1.5429537421239%,6580
3305,Intel Core i5-4310U @ 2.00GHz,2507,1.5411095743046%,1476
3306,AMD Athlon X4 605e,2505,1.5398801290917%,364
3307,AMD A10-9620P,2503,1.5386506838789%,32
3308,Intel Core i5-5200U @ 2.20GHz,2503,1.5386506838789%,1513
3309,Intel Core i5-5250U @ 1.60GHz,2501,1.5374212386661%,1516
3310,Intel Core i3-4330TE @ 2.40GHz,2500,1.5368065160596%,1341
3311,Intel Core i5-4300U @ 1.90GHz,2498,1.5355770708468%,1469
3312,Intel Xeon L7455 @ 2.13GHz,2494,1.5331181804211%,2579
3313,Intel Xeon E5520 @ 2.27GHz,2493,1.5325034578147%,2531
3314,Intel Celeron G5905T @ 3.30GHz,2493,1.5325034578147%,4212
3315,ARM Cortex-A76 4 Core 3300 MHz,2493,1.5325034578147%,5547
3316,samsung exynos7885,2489,1.530044567389%,5567
3317,Intel Core i7-3667U @ 2.00GHz,2488,1.5294298447825%,1629
3318,Intel Core i5-670 @ 3.47GHz,2487,1.5288151221761%,1552
3319,Intel Celeron G5920 @ 3.50GHz,2482,1.525741509144%,3796
3320,AMD Opteron 8439 SE,2479,1.5238973413247%,612
3321,AMD Phenom II X4 975,2479,1.5238973413247%,707
3322,AMD Athlon II X4 559,2473,1.5202090056862%,305
3323,Intel Core i5-750 @ 2.67GHz,2473,1.5202090056862%,1564
3324,AMD Phenom II X4 B97,2467,1.5165206700476%,723
3325,Mediatek MT6781,2464,1.5146765022284%,5164
3326,Intel Core i3-3245 @ 3.40GHz,2462,1.5134470570155%,1306
3327,ARM Cortex-A76 4 Core 2900 MHz,2461,1.5128323344091%,5563
3328,Intel Xeon D-1602 @ 2.50GHz,2459,1.5116028891963%,3799
3329,ARM Cortex-A76 4 Core 2800 MHz,2457,1.5103734439834%,5535
3330,HiSilicon Kirin 970,2455,1.5091439987706%,4161
3331,Intel Celeron N4120 @ 1.10GHz,2454,1.5085292761641%,3539
3332,Intel Core2 Extreme X9650 @ 3.00GHz,2453,1.5079145535577%,1947
3333,Samsung A04S EUR OPEN REV03C board based on EXYNOS,2452,1.5072998309513%,4997
3334,Intel Celeron N4100 @ 1.10GHz,2450,1.5060703857384%,1241
3335,Intel Core i3-4100M @ 2.50GHz,2449,1.505455663132%,1326
3336,Intel Xeon E5450 @ 3.00GHz,2448,1.5048409405256%,2523
3337,Intel Core i7-4610Y @ 1.70GHz,2446,1.5036114953127%,1655
3338,Intel Xeon X3370 @ 3.00GHz,2446,1.5036114953127%,2626
3339,Intel Core i5-3210M @ 2.50GHz,2445,1.5029967727063%,1421
3340,Intel Core i5 760 @ 2.80GHz,2441,1.5005378822806%,4980
3341,AMD Athlon II X4 650,2440,1.4999231596742%,320
3342,Intel Celeron G4900 @ 3.10GHz,2436,1.4974642692485%,1177
3343,"Qualcomm Technologies, Inc SM6150",2433,1.4956201014292%,3971
3344,Intel Xeon E5472 @ 3.00GHz,2432,1.4950053788228%,2525
3345,Snapdragon 662,2431,1.4943906562164%,4914
3346,AMD Phenom II X4 955,2430,1.49377593361%,702
3347,Intel Pentium G3470 @ 3.60GHz,2428,1.4925464883971%,2094
3348,Intel Xeon L3426 @ 1.87GHz,2423,1.489472875365%,2562
3349,Samsung Exynos,2423,1.489472875365%,5363
3350,Intel Core i7 X 920 @ 2.00GHz,2422,1.4888581527586%,4841
3351,AMD Athlon II X4 553,2418,1.4863992623329%,303
3352,Intel Core i5-661 @ 3.33GHz,2415,1.4845550945136%,1551
3353,Intel Core i7-2620M @ 2.70GHz,2410,1.4814814814815%,1594
3354,MT8395AV/ZA,2410,1.4814814814815%,5126
3355,"ARM Phytium,D2000/8 8 Core 2000 MHz",2409,1.4808667588751%,5247
3356,ARM FTC663 8 Core 0 MHz,2408,1.4802520362686%,6320
3357,Intel Celeron G4920 @ 3.20GHz,2406,1.4790225910558%,1179
3358,Intel Atom C3558 @ 2.20GHz,2405,1.4784078684494%,983
3359,HiSilicon Kirin 960,2401,1.4759489780237%,3854
3360,Intel Core i7-2640M @ 2.80GHz,2400,1.4753342554172%,1599
3361,AMD A12-9700P,2397,1.473490087598%,36
3362,AMD Phenom II X4 850,2397,1.473490087598%,692
3363,AMD Phenom II X4 B55,2397,1.473490087598%,717
3364,Intel Celeron G4900T @ 2.90GHz,2396,1.4728753649915%,1178
3365,Intel Pentium G4400T @ 2.90GHz,2396,1.4728753649915%,2096
3366,AMD PRO A12-8830B,2392,1.4704164745659%,761
3367,ARM Cortex-A76 4 Core 2700 MHz,2389,1.4685723067466%,5660
3368,Qualcomm SDM630,2388,1.4679575841402%,5673
3369,ARM Neoverse-N1 3 Core 0 MHz,2385,1.4661134163209%,6325
3370,Intel Pentium J4205 @ 1.50GHz,2384,1.4654986937145%,2143
3371,AMD Opteron 4170 HE,2382,1.4642692485016%,3233
3372,Mediatek MT8768N,2382,1.4642692485016%,5719
3373,Intel Core2 Quad Q9650 @ 3.00GHz,2380,1.4630398032888%,1964
3374,AMD PRO A8-9600B,2379,1.4624250806823%,782
3375,AMD Phenom II X4 8700e,2377,1.4611956354695%,693
3376,AMD Phenom II X4 977,2377,1.4611956354695%,708
3377,Intel Core i5-4260U @ 1.40GHz,2375,1.4599661902566%,1465
3378,Intel Core i7-3537U @ 2.00GHz,2374,1.4593514676502%,1617
3379,Intel Celeron G6900TE,2373,1.4587367450438%,5570
3380,ARM Kryo-3XX-Gold 8 Core 1766 MHz,2372,1.4581220224374%,6180
3381,Intel Core m5-6Y57 @ 1.10GHz,2370,1.4568925772245%,1823
3382,Intel Celeron G3950 @ 3.00GHz,2369,1.4562778546181%,1172
3383,MediaTek MT6779V/CU,2369,1.4562778546181%,3900
3384,Rockchip RK3399,2369,1.4562778546181%,3984
3385,DG1201SLF87HW,2369,1.4562778546181%,6341
3386,Intel Core i7-4650U @ 1.70GHz,2368,1.4556631320117%,1656
3387,Intel Core i7 X 940 @ 2.13GHz,2368,1.4556631320117%,5785
3388,ARM - 2 Core 0 MHz,2368,1.4556631320117%,6300
3389,Intel Xeon X5450 @ 3.00GHz,2367,1.4550484094053%,2639
3390,Intel Celeron N4505 @ 2.00GHz,2367,1.4550484094053%,4588
3391,"Qualcomm Technologies, Inc MSM8998",2366,1.4544336867988%,3949
3392,Intel Core i5-2390T @ 2.70GHz,2364,1.453204241586%,1397
3393,Intel Xeon E5-2403 @ 1.80GHz,2363,1.4525895189796%,2370
3394,Intel Xeon E5-2603 @ 1.80GHz,2362,1.4519747963731%,2388
3395,Intel Pentium 6405U @ 2.40GHz,2360,1.4507453511603%,3612
3396,Apple A8X,2359,1.4501306285539%,3840
3397,AMD Phenom II X4 B60,2357,1.448901183341%,718
3398,Intel Core i5-660 @ 3.33GHz,2354,1.4470570155217%,1547
3399,Intel Core i7-4550U @ 1.50GHz,2354,1.4470570155217%,1648
3400,AMD Phenom II X4 840,2353,1.4464422929153%,690
3401,Intel N50,2350,1.4445981250961%,5412
3402,Intel Core i3-6102E @ 1.90GHz,2349,1.4439834024896%,3388
3403,AMD A8-3870K APU,2348,1.4433686798832%,124
3404,Intel Core2 Extreme X9750 @ 3.16GHz,2348,1.4433686798832%,1948
3405,ARM Cortex-X1 4 Core 1803 MHz,2348,1.4433686798832%,6438
3406,AMD Opteron 4130,2347,1.4427539572768%,4680
3407,ARM Cortex-A76 4 Core 2500 MHz,2342,1.4396803442447%,6034
3408,AMD Phenom II X4 B35,2341,1.4390656216382%,713
3409,Intel Xeon X5472 @ 3.00GHz,2340,1.4384508990318%,2642
3410,AMD Athlon II X4 651 Quad-Core,2338,1.437221453819%,321
3411,Intel Core i3-3250 @ 3.50GHz,2338,1.437221453819%,1307
3412,Snapdragon 7c @ 2.40 GHz,2333,1.4341478407868%,4222
3413,AMD Ryzen 3 3250C,2332,1.4335331181804%,4489
3414,Virtual @ 2.55GHz,2332,1.4335331181804%,4977
3415,Intel Xeon E5606 @ 2.13GHz,2326,1.4298447825419%,2535
3416,ARM Cortex-A76 4 Core 2600 MHz,2326,1.4298447825419%,5667
3417,ARM Cortex-X1 4 Core 0 MHz,2326,1.4298447825419%,6437
3418,MT6771V/WL,2325,1.4292300599355%,4179
3419,Intel Core i7 E 610 @ 2.53GHz,2325,1.4292300599355%,5654
3420,AMD PRO A10-8730B,2322,1.4273858921162%,752
3421,AMD Athlon X3 445,2314,1.4224681112648%,361
3422,Intel Xeon L5520 @ 2.27GHz,2312,1.4212386660519%,2573
3423,AMD A10-6700T APU,2311,1.4206239434455%,16
3424,Intel Atom x6414RE @ 1.50GHz,2311,1.4206239434455%,5241
3425,AMD Athlon II X4 555,2310,1.4200092208391%,304
3426,Intel Celeron G3920 @ 2.90GHz,2310,1.4200092208391%,1169
3427,AMD Athlon Gold 3150C,2310,1.4200092208391%,4805
3428,Mediatek MT6765V/WB,2309,1.4193944982327%,5202
3429,Intel Xeon X3380 @ 3.16GHz,2308,1.4187797756262%,2627
3430,Intel Core i5-8200Y @ 1.30GHz,2308,1.4187797756262%,3235
3431,Intel Core i3-2140 @ 3.50GHz,2307,1.4181650530198%,1276
3432,AMD FX-7600P,2306,1.4175503304134%,471
3433,Intel Core m7-6Y75 @ 1.20GHz,2306,1.4175503304134%,1824
3434,Intel Core i5-4350U @ 1.40GHz,2305,1.416935607807%,1479
3435,Intel Core i5 M 580 @ 2.67GHz,2305,1.416935607807%,5135
3436,MT6768,2305,1.416935607807%,6603
3437,Intel Core i5-2540M @ 2.60GHz,2304,1.4163208852006%,1417
